name,nationality,sport
Jyrki Järvi,Finland,Olympic sailor
Beate Schramm,,Rower
Anke Nothnagel,Germany,Olympic canoeist
Anne Ottenbrite,Canada,Swimmer
Randy Barnes,,Athletics (sport) competitor
Petr Svoboda,Czechoslovakia,Ice hockey player
Petra Rossner,Germany,German racing cyclist
Petra van Staveren,Netherlands,Swimmer
Alberto Tomba,Mali,Alpine skier
Alexander Szelig,Germany,Bobsledder
Alfonso Menéndez,,Archer
Stine Lise Hattestad,,Freestyle skier
Sture Sivertsen,,Cross-country skier
Suzie McConnell-Serio,United States,Basketball player and coach
Taco van den Honert,,Field hockey player
Tatyana Ledovskaya,,Athletics (sport) competitor
Daniel Plaza,Spain,Athletics (sport) competitor
Daniela Neunast,Germany,Rower
Danielle Goyette,Canada,Canadian ice hockey player
Danny Everett,United States,Athletics (sport) competitor
David Berkoff,United States,American swimmer Olympic gold medalist former world record-holder
Bruno Gudelj,,Handball player
Valery Goborov,Soviet Union,Basketball player
Viatcheslav Ekimov,Russia,Russian racing cyclist
Vitali Prokhorov,Soviet Union,Ice hockey player
Vitaliy Savin,Kazakhstan,Kazakhstani sprinter
Vladimir Tatarchuk,Russia,Russian footballer
Jean-Luc Crétier,Alps,Alpine skier
Jearl Miles Clark,,Athletics (sport) competitor sprinter 400 metres runner
Jens Steinigen,Germany,German biathlete
Jeroen Duyster,,Rower
Jessica Monroe,,Rower
Alvaro Načinović,Croatia,Croatian handball player
Andreas Dibowski,Germany,Equestrian
Andreas Schönbächler,,Freestyle skier
Andrey Abduvaliyev,,Athletics (sport) competitor
Lee Ki-Soon,,Handball player
Lisa Brown-Miller,United States,Ice hockey player
Lori-Ann Muenzer,Canada,Canadian racing cyclist
Floris Jan Bovelander,,Field hockey player
Meldrick Taylor,United States,Boxer
Nenad Kljaić,Croatia,Croatian handball player
Niels Henriksen,,Rower
Nikolay Gulyayev,,Speed skater
Hwang Hye-young,,female badminton player from South Korea
Igor Kravchuk,Soviet Union,Ice hockey player
Igor Sklyarov,Soviet Union,Russian footballer
Inessa Kravets,Ukraine,Soviet and Ukrainian triple and long jumper
Christian Due-Boje,Sweden,Swedish ice hockey player
Sally Gunnell,England,British athlete
Scott Fortune,United States,Former volleyball player
Agostino Abbagnale,Italy,Rower
Catherine Fleury-Vachon,,Judoka
Cristina Elena Grigoraş,Romania,Gymnast
Jonathan Edwards (athlete),England,British triple jumper
Karsten Brannasch,,Bobsledder
Kennedy McKinney,,Boxer
Kerrin Lee-Gartner,United States,Alpine skier
Kevin Martin (curler),,Curler
Kevin Robinzine,,Athletics (sport) competitor
Kevin Young (athlete),United States,American athlete hurdler
Kim Choon-Rye,,Handball player
Irina Shilova,,Sport shooter
Thomas Reineck,,Canoe racer
Thorsten Weidner,Germany,Fencer
Lourdes Gourriel,,Baseball player
Maik Bullmann,,Olympic wrestler
Maik Landsmann,Germany,German racing cyclist
Hans Dersch,United States,American swimmer Olympic gold medalist
Yuichi Akasaka,,Speed skater
Yuri Nesterov,Soviet Union,Handball player
Yuriy Gavrilov,,Handball player
Zoltan Kósz,,Water polo player
Patrick Ortlieb,Austria,downhill skier
Paul Ereng,,Athletics (sport) competitor
Derek Porter,,Rower
Dmitriy Shevchenko (fencer),Russia,Fencer
Donghua Li,China,Gymnast
Donovan Bailey,Jamaica,Canadian athlete Olympic medalist
Doug Gjertsen,United States,American swimmer Olympic gold medalist former world record-holder
Rogério Sampaio,,Judoka
Roger Hansson,Sweden,Swedish ice hockey player
Roger Johansson,Sweden,Swedish ice hockey player
Ron Zwerver,United States,Dutch volleyball player
Michael Carruth,United States,Boxer
Michael Gier,,Rower
Michael Johnson (sprinter),United States,retired American sprinter
Michael Marsh (athlete),United States,Athletics (sport) competitor sprinter
Michel Andrieux,,Rower
Michiel Bartman,,Rower
Mikhail Yakimovich,Soviet Union,Belarusian handball player
Mireya Luis,Cuba,Female volleyball player from Cuba
Toshihiko Koga,,Judoka
Tracey Belbin,Queensland,Field hockey player
Uche Okechukwu,Nigeria,Nigerian footballer
Udo Quellmalz,,Judoka
Ulrich Kirchhoff,,Equestrian
Uwe Daßler,,Swimmer
Seo Hyang-Soon,,Archer
Sergei Bautin,Soviet Union,Ice hockey player
Sergei Grinkov,Russia,Pair skater
Sergey Tchepikov,Russia,Russian biathlete
Shelly Stokes,United States,Softball player
Silke Renk,Germany,German javelin thrower
Slobodan Kovač,,Volleyball player
Stefan Krauße,Germany,Luger
Stefan Saliger,,Olympic medalist
Stefan Tewes,,Field hockey player
Henk-Jan Held,Netherlands,Volleyball player
Kristen Skjeldal,,Cross-country skier
María Isabel Martínez,,Field hockey player
Javier Sotomayor,Cuba,Cuban high jumper
Dumitru Răducanu,,Rower
Ecaterina Szabo,,Artistic gymnast
Juan Manrique,,Baseball player
Attila Ábrahám,,Canoe racer
Barbara Kendall,New Zealand,Sailor
Bart Veldkamp,Netherlands,speed skater
Angel Martino,United States,American swimmer Olympic gold medalist former world record-holder
Anita Wachter,Austria,Alpine skier
Anna Maiques,,Field hockey player
Anthony Nesty,Trinidad,All-American college swimmer Surinamese international swimmer Olympic gold medalist
Antje Harvey,Germany,German biathlete
Artūras Kasputis,Soviet Union,Lithuanian racing cyclist
Oleg Kiselyov,,Handball player
Omar Linares,,Baseball player
Ramona Portwich,,Canoe racer
Rechelle Hawkes,,Field hockey player
Peter Rono,,Athletics (sport) competitor
Petr Hrdlička,,Sport shooter
Aleksandr Karelin,,Olympic wrestler
Risto Laakkonen,Finland,Ski jumper
Susanne Munk Wilbek,,Handball player
Sylvie Fréchette,Montreal,Synchronized swimmer
Tamás Darnyi,Hungary,Swimmer
Tatyana Kraynova,Russia,Former Soviet volleyball player who won gold at the 1988 Summer Olympics.
Evgeni Platov,United States,Figure skater
Evgeny Davydov,Soviet Union,Russian ice hockey player
Félix Savón,Cuba,Boxer
Dara Torres,United States,American swimmer Olympic gold medalist sports broadcaster swimsuit modelj
David MacEachern,Canada,Bobsledder
Geraldine Heaney,Ireland,Former ice hockey player
Germán Mesa,,Baseball player
Giovanni Parisi,,Boxer
Mykola Milchev,,Sport shooter
Nadezhda Talanova,Russia,Russian biathlete
Naim Süleymanoğlu,Bulgaria,Weightlifter
Natalia Dorado,,Field hockey player
Birte Siech,,Rower
Bjørn Dæhlie,Norway,Cross-country skier
Boris Becker,Germany,former World No. 1 professional tennis player from Germany
Brahim Boutayeb,,Athletics (sport) competitor
Brecht Rodenburg,Netherlands,Dutch volleyball player
Bridgette Gordon,,Basketball player
Brigitte McMahon,,Triathlete
Bruny Surin,Haiti,Athletics (sport) competitor
Cécile Nowak,,Judoka
Veniamin Tayanovich,,Swimmer
Vicky Bullett,,Basketball player
Viktor Reneysky,,Canoe racer
Vyacheslav Atavin,Soviet Union,Handball player
Włodzimierz Zawadzki,Poland,Polish sport wrestler
Wang Tao (table tennis),China,Table tennis player
Jenna Johnson,United States,American swimmer Olympic gold medalist
Jens Lehmann (cyclist),Germany,Track cyclist
Leroy Burrell,United States,American sprint athlete
Lilia Izquierdo,,Volleyball player
Lim Mi-Kyung,,Handball player
Linetta Wilson,United States,Athletics (sport) competitor sprinter hurdler 400 metres runner
Lionel Plumenail,France,Fencer
Nick Green (rower),United States,Rower
Nicolaie Taga,,Rower
Nicole Uphoff,,Equestrian
Niels van der Zwan,United States,Dutch rower
Nikolay Bukhalov,,Canoe racer
Igor Dobrovolski,United States,Footballer
Igor Polyansky,,Swimmer
Imre Pulai,,Canoeist and luger
Chris Kappler,United States,Equestrian
Christophe Capelle,France,Road bicycle racer
Chung So-young,,female badminton player from South Korea
Charles Austin,,Athletics (sport) competitor
Curtis Joseph,Canada,ice hockey player
Daichi Suzuki,Japan,Swimmer
Jonas Edman,,Sport shooter
Katy Steding,,Basketball player
Kerstin Köppen,,Rower
Khalid Skah,,Athletics (sport) competitor
Ki Mi-Sook,,Handball player
Kim Hyun-Mee,,Handball player
Kim Ki-hoon,,Short track speed skater
Éva Dónusz,,Canoe racer
Ingrid Klimke,Germany,Equestrian
Irina Privalova,Soviet Union,Athletics (sport) competitor
Ennio Falco,,Olympic gold skeet shooting
Eric Lamaze,Canada,Equestrian
Espen Bredesen,Norway,Norwegian ski jumper
Theoren Fleury,Canada,Canadian former ice hockey player
Tom Brands,,Olympic wrestler
Lubomir Geraskov,,Gymnast
Luiza Noskova,Russia,Russian biathlete
Magaly Carvajal,,Volleyball player
Héctor Milián,,Olympic wrestler
Hans-Peter Steinacher,Austria,Olympic sailor
Wouter van Pelt,,Field hockey player
Yang Ling,China,Chinese sport shooter
Yelena Välbe,,Cross-country skier
Zhang Shan,China,Chinese sport shooter
František Kučera,Czechoslovakia,Ice hockey player
Gary Payton,United States,Basketball player
Pedro Francisco García,,Water polo player
Deon Hemmings,,Athletics (sport) competitor
Dmitri Kharine,Soviet Union,Russian football goalkeeper
Doina Ignat,,Rower
Rolando Arrojo,Cuba,Baseball player
Michael Stich,Germany,Tennis player
Mike Barrowman,United States,American swimmer Olympic gold medalist world champion
Mikhail Nestruyev,,Sport shooter
Torsten Gutsche,,Canoe racer
Troy Dalbey,United States,American swimmer Olympic gold medalist former world record-holder
Uwe Peschel,Germany,German racing cyclist
Sergei Petrenko,Soviet Union,Russian ice hockey player
Serhiy Bebeshko,,Handball player
Sevdalin Marinov,,Weightlifter
Shaun Jordan,United States,American swimmer Olympic gold medalist
Shirley Robertson,South Africa,Sailor
Hassiba Boulmerka,Algeria,(born July 10 1968) in Constantine in the north east of Algeria is a former Algerian middle distance athlete
Kirsten Barnes,Canada,Canadian rower
Knut Holmann,,Canoe racer
Koos Maasdijk,,Rower
Kristen Babb-Sprague,,Synchronized swimmer
Kurt Angle,Lebanon,An American professional wrestler amateur wrestler and 1996 Olympic gold medalist
Laura Cutina,Romania,Gymnast
Laurent Porchier,,Rower
Lavinia Agache,Romania,Romanian gymnast
Margaret Morton,Scotland,Scottish curler
Marie-Claire Restoux,,Judoka
Marie-José Pérec,Guadeloupe,Athletics (sport) competitor sprinter 400 metres runner
Mark Lenzi,United States,Diver
Mark Tewksbury,Canada,Swimmer
Marnie McBean,,Rower
Jan-Peter Tewes,,Field hockey player
Janne Kolling,,Handball player
Jean-Christophe Rolland,,Rower
Johann Olav Koss,,Speed skater
Joy Fawcett,United States,Association football player
Juan Holgado,,Archer
Judith Zeidler,Germany,German rower
Julie Smith (softball),United States,Softball player
Artur Dmitriev,Ukraine,Figure skater
Attila Repka,,Olympic wrestler
Bart Brentjens,Netherlands,Dutch racing cyclist
Angelique Seriese,Netherlands,Dutch judoka
Anja Fichtel,Germany,Fencer
Anky van Grunsven,,Equestrian
Anne Briand,France,French biathlete
Annegret Strauch,,Rower
Antonella Bellutti,Italy,Italian track cyclist
Antonio Rossi,Italy,Italian canoeist
Antonio Tartaglia,,Bobsledder
Arkadiusz Skrzypaszek,Poland,Modern pentathlete
Oleg Grebnev,,Handball player
Olga Gennadyevna Kuznetsova,,Sport shooter
Olga Shishigina,Kazakhstan,Kazakh hurdler
Olof van der Meulen,Netherlands,Volleyball player
Orazio Fagone,,Short-track speed skater
Ormari Romero,,Baseball player
Osvaldo Fernández,Cuba,Baseball player
Péter Farkas,,Olympic wrestler
Pablo Lara,,Weightlifter
Rexy Mainaky,Philippines,Badminton player
Qiao Hong,China,Table tennis player
Alan Budikusuma,Indonesia,Badminton player
Alberto Hernández,,Baseball player
Alessandro Puccini,Italy,Fencer
Robert Korzeniowski,Poland,Athletics (sport) competitor
Roberto Di Donna,,Sport shooter
Suk Min-Hee,,Handball player
Svetlana Korytova,Russia,Volleyball player
Svetlana Masterkova,Russia,Athletics (sport) competitor
Talant Duyshebaev,Soviet Union,Handball player
Darren Barber,,Rower
Davide Tizzano,,Rower
Debbie Knox,Scotland,Scottish curler
Glenroy Gilbert,,Athletics (sport) competitor
Nathalie Schneyder,,Synchronized swimmer
Beniamino Bonomi,,Canoe racer
Birte Weigang,,Swimmer
Brandi Chastain,United States,Soccer player
Valner Franković,,Handball player
Victor Feddersen,,Rower
Vladimir Jelčić,,Handball player
Vladimir Malakhov (ice hockey),Soviet Union,Ice hockey player
Vlado Šola,Croatia,Croatian handball player
Jesús Rollán,,Water polo player
Jiří Dopita,Czechoslovakia,Ice hockey player
Jimmy Shea,,Skeleton racer
Almudena Muñoz,,Judoka
Anca Tănase,,Rower
Andreas Hajek,,Rower
Andreas Tews,,Boxer
Leif Rohlin,Sweden,Ice hockey player
Lene Rantala,,Handball player
Leo Klein Gebbink,Netherlands,Dutch field hockey player
Lina Cheryazova,,Freestyle skier
Francesca Bortolozzi-Borella,Italy,Fencer
Mary Lou Retton,South Africa,Former gymnast
Masahiko Harada,Japan,Japanese ski jumper
Maurício Lima,Brazil,Olympic volleyball player of Brazil
Maurits Crucq,Netherlands,Field hockey player
Megan Delehanty,,Rower
Mehmet Akif Pirim,,Olympic wrestler
Melvin Stewart,United States,American swimmer Olympic gold medalist former world record-holder
Nikolaos Kaklamanakis,,Sailor
Nuria Olivé,,Field hockey player
Chris Boardman,England,English racing cyclist
Christian Blunck,,Field hockey player
Christian Klees,,Sport shooter
Salvador Gómez (water polo),,Water polo player
Camelia Macoviciuc-Mihalcea,,Rower
Carla McGhee,,Basketball player
Carla Overbeck,,Association football player
Carlette Guidry-White,,Athletics (sport) competitor
Carrie Steinseifer,United States,American swimmer Olympic gold medalist
Carsten Embach,Germany,Bobsledder
Jon Drummond,United States,American track athlete
Jordi Calafat,,Sailor
Jorge Fumero,,Baseball player
José Luis Ballester (sailor),,Sailor
Josef Polig,Alps,Alpine skier
Kay Bluhm,,Canoe racer
Kendall Cross (wrestler),Bulgaria,Olympic wrestler
Kenneth Brokenburr,United States,Athletics (sport) competitor
Kent Steffes,United States,Volleyball player
Štěpánka Hilgertová,Czechoslovakia,Olympic Kayaker
Isabell Werth,,Equestrian
József Szabó,Hungary,Swimmer
Eric Bergoust,,Freestyle skier
Eric Fonoimoana,United States,Volleyball player
Ernie Young,United States,American baseball player
Esther Jones,,Athletics (sport) competitor
Thomas Johanson,Finland,Olympic sailor
Maicel Malone-Wallace,,Athletics (sport) competitor
Halvard Hanevold,Norway,Norwegian biathlete
Yelena Shushunova,Soviet Union,Gymnast
Zhuang Xiaoyan,China,Martial artist
Fred Børre Lundberg,Norway,Norwegian Nordic combined skier
Fulvio Valbusa,,Cross-country skier
Gabriella Paruzzi,Italy,Cross-country skier
Garry Herbert,United Kingdom,Rower
Pavel Kolobkov,Russia,Fencer
Diana Bianchedi,Italy,Fencer
Dieter Thoma,,Ski jumper
Dmitry Filippov,,Handball player
Dmitry Kuzelev,,Handball player
Ronny Weller,,Weightlifter
Ryszard Wolny,,Olympic wrestler
Michael Steinbach,,Rower
Michelle Smith,,Swimmer
Mike Stulce,,Athletics (sport) competitor
Torsten May,Germany,Boxer
Valérie Barlois-Mevel-Leroux,France,Fencer
Valery Belenky,,Gymnast
Sergi Pedrerol,,Water polo player
Sheila Taormina,United States,American swimmer triathlete pentathlete Olympic gold medalist
Simon Fairweather,Australia,Australian archer
Simona Păucă,Romania,Gymnast
Song Ji-Hyun,,Handball player
Sonia Barrio,,Field hockey player
Stefan Örnskog,Sweden,Ice hockey player
Stefan Steinweg,Germany,German racing cyclist
Stefania Belmondo,Italy,Former Italian skier
Steffi Graf,Germany,German tennis champion
Stephan Eberharter,Alps,Alpine skier
Steve Lewis (sprinter),United States,Athletics (sport) competitor 400 meter runner
Steve Smith (basketball),United States,Basketball player
Hege Riise,,Association football player
Lü Lin,,Table tennis player
Marit van Eupen,,Rower
Mark Henderson (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Janelson Carvalho,,Volleyball player
Jang Ri-Ra,,Handball player
Javier Manjarín,Spain,Spanish footballer
Edgar Grospiron,,Freestyle skier
Joe Jacobi,,Canoe racer
Joe Sakic,Canada,Ice Hockey Player
Joseph Keter,,Athletics (sport) competitor
Juan Manuel López (footballer),Spain,Spanish footballer
Juliet Haslam,,Field hockey player
Jury Chechi,Italy,Gymnast; rings gold at 1996 Olympics
Kakhi Kakhiashvili,Greece,Weightlifter
Angela Cutrone,,Short-track speed skater
Anja Andersen,Denmark,Handball player
Annette Klug,Germany,Fencer
Anthuan Maybank,United States,Athletics (sport) competitor
Ari-Pekka Nikkola,,Ski jumper
Olga Slyusareva,Ukraine,Russian racing cyclist
Paola Pezzo,Italy,Italian racing cyclist
Paolo Milanoli,Italy,Fencer
Renata Mauer,Poland,Polish sport shooter
Petra Kronberger,Austria,Austrian alpine skier
Philippe Ermenault,France,Track cyclist
Aleksandr Lebziak,Soviet Union,Boxer
