Name,Nationality,Sport
Becky Dyroen-Lancer,,Olympic synchronized swimmer
Begoña Vía-Dufresne,,Sailor
Anette Hoffmann,,Handball
Antonio Pinilla,Spain,Spanish football player/general manager
Oliver Kurtz,,Field hockey
Rafael Berges,Spain,Spanish football player/manager
Picabo Street,United States,Alpine skier
Alexander Popov (swimmer),Soviet Union,Russian swimmer
Ricky Subagja,Indonesia,Badminton player
Robert Reichel,Czechoslovakia,Ice Hockey
Sven Meinhardt,,Field hockey
Tang Lingsheng,,Weightlifter
Eva Lund,,Curler
Félicia Ballanger,France,French racing cyclist
Daniel Petrov,Bulgaria,Boxer
Darnell Hall,,Athletics (sport) competitor
David Fox (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
David Khakhaleishvili,,Judoka
Gerard van Velde,Netherlands,Speed skater
Gillian van den Berg,,Water polo player
Gitte Sunesen,,Handball
Giusi Malato,,Water polo player
Murat Kardanov,,Olympic wrestler
Namig Abdullayev,Azerbaijan,Wrestler
Natalya Snytina,Russia,Russian biathlete
Belinda Stowell,,Sailor
Brett Aitken,Australia,Australian racing cyclist
Briana Scurry,,Soccer player
Vin Baker,Uruguay,Basketball
Vladislav Pavlovich,Russia,Fencer
Jean Galfione,France,French athlete
Jill Sudduth,,Synchronized swimmer
Allan Houston,United States,Basketball
Allen Johnson,United States,Olympic hurdler athlete
Andrus Veerpalu,Estonia,Cross-country skier
Lev Voronin (handballer),,Handball
Lim O-Kyeong,,Handball
Lisa Fernandez,United States,Softball player
Liz Weekes,,Water polo player
Fernando Echavarri,,Sailor
Marty Nothstein,United States,American racing cyclist
Mats Sundin,Sweden,Ice Hockey
Nick Hysong,,Athletics (sport) competitor
Nikki McCray,United States,Basketball
Norge Luis Vera,,Baseball player
Hugo Sconochini,Argentina,Basketball
Idalmis Gato,,Volleyball
Ihor Matviyenko,,Sailor
Christian Mayerhöfer,,Olympic medalist
Christoph Sieber,,Sailor
Adam Foote,Canada,Ice Hockey
Cammi Granato,United States,Ice Hockey
Cha Jae-Kyung,,Handball
Chandra Sturrup,,Athletics (sport) competitor
Whitney Hedgepeth,United States,All-American college swimmer international swimmer Olympic gold medalist
Colleen Coyne,United States,Ice Hockey
Dain Blanton,Brazil,Volleyball
José Contreras,Cuba,Baseball player
José Emilio Amavisca,Spain,Spanish footballer
José Estrada González,,Baseball player
Karyn Bye-Dietz,United States,Ice Hockey
Kate Starre,,Field hockey
Kim Graham,United States,Former American athlete and Olympic gold medallist.
Kim Hwa-Sook,,Handball
Kim Il (wrestler),,Olympic wrestler
Kim Maher,United States,Softball player
Kim Mi-Jung (judoka),,Judoka
Kim Young-Ho,South Korea,Fencer
Inger Miller,,Athletics (sport) competitor
Iván Pedroso,Cuba,Cuban long jumper
Jörgen Jönsson,Sweden,Ice Hockey
Jaap-Derk Buma,,Field hockey
Emily Lesueur,,Synchronized swimmer
Thomas Alsgaard,,Cross-country skier
Thomas Jacobsen (sailor),,Sailor
Tibor Benedek,Hungary,Hungarian water polo player
Tiffeny Milbrett,United States,American soccer player
Timothy Mack,United States,Athletics (sport) competitor
Louise Dobson,,Field hockey
Malcolm Page (sailor),,Sailor
Grant Hill,United States,Basketball
Gretchen Ulion,United States,Ice Hockey
Héctor Vinent,Cuba,Boxer
Hüseyin Özkan,Soviet Union,Judoka
Xeno Müller,,Rower
Yang Wenyi,China,Chinese swimmer
Yevhen Braslavets,,Sailor
Yuko Emoto,Japan,Olympic judoka
Zhuang Yong,China,Chinese swimmer
Zsolt Varga,,Water polo player
Fritz Strobl,Alps,Alpine skier
Frode Estil,Norway,Cross-country skier
Gøril Kringen,,Association footballer
Denise Klecker,,Field hockey
Derek Mills,United States,American sprinter
Derrick Campbell,,Short-track speed skater
Dmitry Lepikov,Russia,Swimmer
Dominic Andres,,Curler
Sébastien Flute,,Archer
Mia Hamm,United States,American soccer player
Michael Diamond (sport shooter),,Sport shooter
Ulla Werbrouck,Belgium,politician judoka
Shaquille O'Neal,United States,Basketball
Steph Cook,United Kingdom,British modern pentathlete
Heidi Astrup,Denmark,Handball
Marcelo Negrão,Brazil,Volleyball
Marcus Jensen,United States,Baseball player
James Cracknell,England,British Olympic oarsman and athlete
Jan Čaloun,Czechoslovakia,Ice Hockey
Janice Rankin,Scotland,Scottish curler
Eduardo Paret,,Baseball player
Elena Kaliská,Czechoslovakia,Canoe racer
Josh Davis (swimmer),United States,American swimmer Olympic gold medalist
Balázs Kiss,,Athletics (sport) competitor
Bang Soo-hyun,South Korea,female South Korean badminton player
Barbara Bedford (swimmer),United States,American swimmer Olympic gold medalist former world record-holder
Angela Alupei,Romania,Olympic rower of Romania
Anne Dorthe Tanderup,,Handball
Antal Kovács,,Judoka
Oksana Grishuk,United States,Figure skater
Omar Luis,,Baseball player
Owen Nolan,Ireland,Ice Hockey
Remco van Wijk,Netherlands,Field hockey
Renita Farrell,,Field hockey
Peter Sendel,Germany,German biathlete
Piet-Hein Geeris,Netherlands,Field hockey
Alejandro Montecchia,Argentina,Basketball
Aleksandr Shirshov,Russia,Fencer
Aleksey Kudryavtsev,,Swimmer
Alexei Zhitnik,Soviet Union,Ice Hockey
Alfonso Pérez,Spain,Spanish footballer
Robert Esmie,,Athletics (sport) competitor
Svetlana Bazhanova,,Speed skater
Svetlana Boiko,Russia,Fencer
Svetlana Zhurova,Russia,Russian speed skater
Tara Cunningham,,Weightlifter
Daniel Nestor,Yugoslavia,Tennis player
Ghada Shouaa,Syria,Syrian heptathlete
Giorgio Di Centa,Italy,Italian cross-country skier
Moon Hyang-Ja,,Handball
Naoko Takahashi,Japan,Japanese long-distance runner
Natalya Sadova,Russia,Russian discus thrower
Ben Hunt-Davis,United Kingdom,Rower
Božidar Jović,Croatia,Handball
Cédric Lyard,,Equestrian
Vebjørn Rodal,Norway,Athletics (sport) competitor
Vicki Movsessian-Lamoriello,United States,Ice Hockey
Viorel Talapan,,Rower
Vladimir Šujster,Croatia,Handball
Jenny Morris (field hockey),,Field hockey
Jill Savery,,Synchronized swimmer
Anders Aukland,,Cross-country skier
Andreas Dackell,Sweden,Ice Hockey
Lisa Leslie,United States,Basketball
Lloy Ball,United States,Volleyball
Lori Dupuis,Canada,Ice Hockey
Filiberto Azcuy,,Olympic wrestler
François Drolet,,Short-track speed skater
Francesca Cristiana Conti,,Water polo player
Martin Brodeur,Canada,Ice Hockey
Martin Procházka,Czechoslovakia,Ice Hockey
Matthew Birir,,Athletics (sport) competitor
Megan Kleine,United States,American swimmer Olympic gold medalist
Nicole Haislett,United States,American swimmer Olympic gold medalist former world record-holder
Norbert Rózsa,Hungary,Swimmer
Chris Fydler,Australia,Australian swimmer
Clover Maitland,,Field hockey
Daniel Alfredsson,Sweden,Ice Hockey
Daniel Amokachi,Nigeria,Footballer
Katrina Powell,,Field hockey
Kiko (footballer),Spain,Spanish footballer
Kinga Czigány,,Canoe racer
Ángel Andreo,,Water polo player
Đula Mešter,,Volleyball
Ippolito Sanfratello,Italy,Speed skater
Emilia Tsoulfa,United States,Greek sailor
Eric Lindros,Canada,Ice Hockey
Tijani Babangida,Nigeria,Nigerian footballer
Tim Young (baseball),United States,American baseball player
Tisha Venturini,United States,American soccer player
Todd Rogers,United States,Volleyball
Tom King (sailor),,Sailor
Luka Grubor,United Kingdom,Rower
Maider Tellería,,Field hockey
Gunn-Rita Dahle Flesjå,Norway,Norwegian racing cyclist
Haile Gebrselassie,Ethiopia,Ethiopian long-distance runner
Halil Mutlu,Bulgaria,Weightlifter
Halldor Skard,Norway,Norwegian Nordic combined skier
Han Sun-Hee,,Handball
Xavier Dorfman,France,French Olympic rower
Yelena Azarova,,Synchronized swimmer
Yelena Rudkovskaya,,Swimmer
Yevgeny Sadovyi,,Swimmer
Yves Hocdé,,Rower
Zulfiya Zabirova,Soviet Union,Road racing cyclist
Gaël Touya,France,Fencer
Pedro Luis Lazo,,Baseball player
Peter Forsberg,Sweden,Ice Hockey
Deng Yaping,China,Table tennis player
Diederik van Weel,,Field hockey
Dmitri Trush,,Gymnast
Dmitri Vasilenko,,Gymnast
Dosu Joseph,Nigeria,Footballer
Rubén Wolkowyski,Argentina,Basketball
Ryan Berube,United States,American swimmer Olympic gold medalist
Ryan Franklin,United States,Baseball player
Sébastien Lareau,Montreal,Canadian tennis player
Michaela Dorfmeister,Austria,Austrian Alpine skier
Michelle Venturella,United States,Softball player
Mike Kinkade,United States,Baseball player
Mike van de Goor,,Volleyball
Mirko Vuillermin,,Short track speed skater
Tomas Holmström,Sweden,Ice Hockey
Vénuste Niyongabo,Burundi,Burundian athlete
Silvia Manrique,,Field hockey
Simone Hankin,,Water polo player
Somluck Kamsing,Thailand,Boxer
Heike Lätzsch,Germany,Field hockey
Konstantinos Kenteris,Greece,Athletics (sport) competitor
Kristin Armstrong,United States,American racing cyclist
LaMont Smith,,Athletics (sport) competitor
Larisa Kurkina,,Cross-country skier
Mark Hickman,,Field hockey
Mark Turnbull,,Sailor
Mark Zabel,Germany,German canoeist
Marlenis Costa,,Volleyball
Marten Eikelboom,,Field hockey
Jamie Staff,England,Racing cyclist
Jan Ullrich,Germany,German professional road bicycle racer
Jason Kidd,United States,Basketball
Jay-Jay Okocha,Nigeria,Footballer
Egil Gjelland,Norway,Norwegian biathlete
Artur Ayvazyan,Ukraine,Ukrainian sport shooter
Anja Hansen,,Handball
Anna Carin Zidek,Sweden,Swedish biathlete
Anna Dogonadze,Georgia,Gymnast
Arnaud Boiteau,,Equestrian
Oksana Yermakova,Soviet Union,Russian fencer
Olaf Winter,Germany,German canoeist
Oliver Fix,Germany,Canoe racer
Olivier Girault,France,Handball
Rebecca Lobo,United States,Basketball
Rey Isaac,,Baseball player
Peter Windt,Netherlands,Field hockey
Aleš Valenta,,Freestyle skier
Alexander Parygin,Kazakhstan,Kazakhstani modern pentathlete
Alexei Urmanov,United States,Russian figure skater
Alexei Voropaev,,Gymnast
Richard Schuil,,Volleyball
Robert Scheidt,Brazil,Sailor
Robert Sycz,,Rower
Roberto Ayala,Argentina,Argentine footballer
Suzannah Bianco,,Synchronized swimmer
Suzanne Balogh,,Sport shooter
Darren Campbell,England,British sprinter
David Moravec,Czechoslovakia,Ice Hockey
Gianni Romme,Netherlands,Speed skater
Gillian Boxx,United States,American softball player
Nagore Gabellanes,,Field hockey
Natalia Lashchenova,,Gymnast
Brad Bridgewater,United States,American swimmer Olympic gold medalist
Bridgette Gusterson,,Water polo player
Vasa Mijić,,Volleyball
Victor Ikpeba,Nigeria,Nigerian footballer
Vonetta Flowers,,Bobsledder
Wang Junxia,China,Chinese long distance runner
Jennifer Brundage,United States,Softball player
Jeroen Delmee,Netherlands,Field hockey
Jeroen Dubbeldam,,Equestrian
Alyson Annan,,Field hockey
Amy Van Dyken,United States,American swimmer Olympic gold medalist former world record-holder
André Lange,Germany,Bobsledder
Fatuma Roba,,Athletics (sport) competitor
Frédérik Deburghgraeve,Belgium,swimmer
Franck Dumoulin,,Sport shooter
Martina Miceli,,Water polo player
Maurizio Carnino,,Short-track speed skater
Melania Grego,,Water polo player
Melissa Mills,,Water polo player
Niclas Hävelid,Sweden,Ice Hockey
Nikša Kaleb,,Handball
Hugues Obry,France,Fencer
Igor Kravtsov,,Rower
Igor Lavrov,,Handball
Christopher Reitz,,Field hockey
Scott Niedermayer,Canada,Ice Hockey
Abiodun Obafemi,Nigeria,Association footballer
Camilla Andersen,Denmark,Handball
Carole Montillet,Alps,Alpine skier
Cassie Campbell,United States,Ice Hockey
Cathy Freeman,Australia,Australian sprinter
Daniel Ballart,,Water polo player
Kenzo Nakamura,,Judoka
Kieren Perkins,Australia,Swimmer
István Majoros,,Olympic wrestler
Iván Moro,,Water polo player
Yelena Antonova (synchronized swimmer),,Synchronized swimmer
Yevgeny Kafelnikov,Russia,Russian tennis player
Yuriy Bilonoh,Ukraine,Ukrainian shot putter
Zhan Xugang,China,Chinese weightlifter
Zhang Guozheng,China,Chinese weightlifter
Fredrik Modin,Sweden,Ice Hockey
Galabin Boevski,,Weightlifter
Garba Lawal,Nigeria,Nigerian footballers
Paul Kariya,Canada,Ice Hockey
Penelope Heyns,South Africa,Swimmer
Denis Pankratov,Russia,Swimmer
Doug Mientkiewicz,United States,American professional baseball player
Roger Machado (baseball),,Baseball player
Roman Šebrle,,Athletics (sport) competitor
Roman Hamrlík,Czechoslovakia,Ice Hockey
Séverine Vandenhende,,Judoka
Michael Peca,Canada,Ice Hockey
Tomasz Kucharski,,Rower
Tor Arne Hetland,,Cross-country skier
Tycho van Meer,,Field hockey
Serge Mimpo,Cameroon,footballer
Sergey Klyugin,Russia,Russian high jumper
Shannon MacMillan,,Soccer player
Sibelis Veranes,,Judoka
Henrietta Ónodi,Hungary,Artistic gymnast
Koji Murofushi,Japan,Athletics (sport) competitor
Lars Frölander,Sweden,Swimmer
Lauren Burns,Australia,Martial artist
Leah O'Brien,,Softball player
Manuela Henkel,,Cross-country skier
Marco Jakobs,Germany,Bobsledder
Marcus Ehning,Germany,Equestrian
Marianne Timmer,Netherlands,Dutch speed skater
Mariya Kiselyova,,Synchronized swimmer
Janie Wagstaff,United States,American swimmer Olympic gold medalist
Janne Lahtela,,Freestyle skier
Drew Ginn,,Rower
Ashley Tappin,Georgia,American swimmer Olympic gold medalist
Aurica Bărăscu,,Rower
Beckie Scott,Canada,Cross-country skier
Anne Tønnessen,,Association footballer
Annette Salmeen,United States,American swimmer Olympic gold medalist Rhodes Scholar biochemist
Anthony Sanders,United States,American baseball player
Antonio McDyess,United States,Basketball
Ariel Pestano,,Baseball player
Arsi Harju,Finland,Finnish shot putter
Oleg Khodkov,,Handball
Oleksandr Petriv,,Sport shooter
Olga Novokshchenova,,Synchronized swimmer
Paolo Bettini,Italy,Road bicycle racer
Alana Blahoski,United States,Ice Hockey
Sunday Oliseh,Nigeria,Nigerian football player and manager
Sven Hannawald,Germany,German footballer
Tadahiro Nomura,Japan,Judoka
Tao Luna,,Sport shooter
Taribo West,Nigeria,Footballer
Daniel Igali,,Olympic wrestler
Daniela Anschütz-Thoms,Germany,German speed skater
David Pelletier,,Figure skater
DeLisha Milton-Jones,Georgia,Basketball
Nadine Ernsting-Krienke,,Field hockey
Nalbert Bitencourt,Brazil,Volleyball
Nancy Johnson (sport shooter),,Sport shooter
Naomi Castle,,Water polo player
Bente Kvitland,,Association footballer
Bente Nordby,Norway,Association football player
Brad Schumacher,United States,American swimmer water polo player Olympic gold medalist
Brian Lewis (athlete),United States,Athletics (sport) competitor
Bronwyn Mayer,,Water polo player
Cédric Burdet,,Handball
Vassiliy Jirov,Kazakhstan,Boxer
Vera Ilyina,,Diver
Jean-Noël Ferrari,France,Fencer
Jefferson Pérez,Ecuador,Ecuadorian race walking athlete
Jia Zhanbo,,Sport shooter
Alvin Harrison,,Athletics (sport) competitor sprinter 400 metres runner
Anderson Rodrigues (volleyball),,Volleyball
Libor Procházka,Czechoslovakia,Ice Hockey
Lisa Jacob,United States,American swimmer Olympic gold medalist
Fiona MacDonald,Scotland,Scottish curler
Florian Rousseau,France,Cyclist and coach
Martin Doktor,,Canoe racer
Martina Zellner,Germany,German biathlete
Nikolai Spinev,,Rower
Hicham El Guerrouj,Morocco,Moroccan former middle distance runner
Igor Vušurović,,Volleyball
Chris Pronger,Canada,Ice Hockey
Christian Hoffmann,,Cross-country skier
Sagid Murtazaliev,,Olympic wrestler
Savatheda Fynes,,Athletics (sport) competitor
Adam Korol,Poland,Polish rower
Camilla Thomsen,,Handball
Carlos Tabares,,Baseball player
Wendy Schaeffer,,Equestrian
Dani Tyler,United States,Softball player
Josep Maria Abarca,,Water polo player
Katie Smith,United States,Basketball
Kenneth Braaten,Norway,Norwegian Nordic combined skier
Kenny Jönsson,Sweden,Ice Hockey
Khadzhimurad Magomedov,,Olympic wrestler
Kily González,Argentina,Argentine footballer
Kingsley Obiekwu,Nigeria,Nigerian footballer
Irina Karavayeva,Soviet Union,Gymnast
Eriel Sánchez,,Baseball player
Thomas Bimis,,Diver
Tim Montgomery,United States,Athletics (sport) competitor
Tina Thompson,United States,Basketball
Tom Dolan,United States,American swimmer Olympic gold medalist former world record-holder
Gu Jun,China,Badminton player
Gustavo Endres,Brazil,Volleyball
Guus Vogels,,Field hockey
Ha Tae-kwon,,male badminton player from South Korea
Xian Dongmei,China,Chinese judoka
Yan Sen,China,Chinese table tennis player
Yumileidi Cumbá,Cuba,Athletics (sport) competitor
Zhang Ning,China,Chinese badminton player
Zhang Yuehong,China,Volleyball
Fred Scarlett,United Kingdom,Rower
Ge Fei (badminton),China,Badminton player
Dominic Seiterle,Canada,Rower
Sérgio Santos,Brazil,Volleyball
Mette Vestergaard,,Handball
Mirka Francia,Cuba,Volleyball
Tonje Kjærgaard,,Handball
Tony Gunawan,Indonesia,Indonesian born American badminton player of Chinese descent
Ulrika Bergman,Sweden,Swedish Olympic curler
Shane Heams,United States,Baseball player
Silje Jørgensen,Norway,Association footballer
Simon Whitfield,United States,Triathlete
Slobodan Boškan,,Volleyball
Somjit Jongjohor,Thailand,Boxer
Steve Trapmore,United Kingdom,Rower
Hans Petter Buraas,Alps,Alpine skier
Heather Pease,,Synchronized swimmer
Kong Linghui,China,Table tennis player
Kristine Quance,United States,American swimmer Olympic gold medalist
Kristine Roug,,Sailor
Laura Berg,,Softball player
Le Jingyi,China,Swimmer
Manuela Mucke,,Canoe racer
Jasey-Jay Anderson,Canada,Snowboarder
Jason Gardener,United Kingdom,British Olympic sprinter
Ed Coode,Canada,Rower
Ekaterina Dafovska,Bulgaria,Bulgarian biathlete
Justin Huish,United States,Archer
Kanstantsin Lukashyk,,Sport shooter
Kara Wolters,United States,Basketball
Barnabás Steinmetz,,Water polo player
Becky Kellar-Duke,Canada,Ice Hockey
Anja Nielsen,,Handball
Oksana Chusovitina,Soviet Union,Gymnast
Oksana Kazakova,United States,Figure skater
P. J. Axelsson,Sweden,Ice Hockey
Ray Allen,United States,Basketball
Regla Torres,Cuba,Volleyball
